"time","units","value"
"2021/6/3 14:24",9,0.494581613333333
"2021/6/3 14:30",9,0.530935491666667
"2021/6/3 14:36",9,0.544963056666667
"2021/6/3 14:42",9,0.54663351
"2021/6/3 14:48",9,0.61425381
"2021/6/3 14:54",9,0.617516795
"2021/6/3 15:00",9,0.650160588333333
"2021/6/3 15:06",9,0.644602116666667
"2021/6/3 15:12",9,0.659117505
"2021/6/3 15:18",9,0.660867625
"2021/6/3 15:24",9,0.6983362
"2021/6/3 15:30",9,0.71670109
"2021/6/3 15:36",9,0.677162201666667
"2021/6/3 15:42",9,0.665161465
"2021/6/3 15:48",9,0.728028256666667
"2021/6/3 15:54",9,0.75405952
"2021/6/3 16:00",9,0.780482263333333
"2021/6/3 16:06",9,0.828417271666667
"2021/6/3 16:12",9,0.838855868333333
"2021/6/3 16:18",9,0.868377001666667
"2021/6/3 16:24",9,0.880753686666667
"2021/6/3 16:30",9,0.965407958333333
"2021/6/3 16:36",9,0.96582465
"2021/6/3 16:42",9,0.95876609
"2021/6/3 16:48",9,0.972912256666667
"2021/6/3 16:54",9,0.951690085
"2021/6/3 17:00",9,0.979133546666667
"2021/6/3 17:06",9,1.027124795
"2021/6/3 17:12",9,1.016723
"2021/6/3 17:18",9,1.04343391666667
